 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 6 13 24 9 22 29 25 2 7 26 5 10 14 4 17 1 18 23 28 27 3 21 31 15 11 30 20 8 16 19 12
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 4 14 1 19 18 7 12 6 28 27 20 8 10 15 11 16 2 23 25 26 22 30 29 24 21 13 3 9 5 31 17
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
 19 4 18 17 26 14 1 5 13 21 24 29 3 9 22 31 30 20 10 15 27 11 16 2 8 28 6 23 12 7 25
